idx,type,value
1242,GPE,台灣
1243,PERSON,B31
1244,ORG,野雞大學
1245,DATE,一個多月
1246,GPE,紐西蘭
1247,GPE,臺灣
1248,GPE,臺灣
1249,GPE,紐西蘭
1250,GPE,臺中
1251,GPE,桃園
1252,GPE,桃園
1253,TIME,七點
1254,GPE,臺灣
1255,GPE,日本
1256,DATE,B3 天
1257,GPE,舊金山
1258,GPE,台北
1259,GPE,澳洲
1260,GPE,斯巴達
1261,DATE,兩個月
1262,LANGUAGE,英文
1263,LANGUAGE,英文
1264,GPE,澳洲
1265,GPE,宿霧
1266,CARDINAL,兩
1267,CARDINAL,30
1268,MONEY,400
1269,GPE,澳
1270,DATE,兩個月
1271,CARDINAL,10萬
1272,GPE,澳洲
1273,DATE,3月初
1274,CARDINAL,幾百
1275,GPE,加拿大
1276,GPE,溫哥華
1277,GPE,溫哥華
1278,GPE,台北
1279,GPE,溫哥華
1280,LANGUAGE,英文
1281,LANGUAGE,英文
1282,ORDINAL,第一
1283,LANGUAGE,英文
1284,LANGUAGE,英文
1285,LANGUAGE,中文
1286,NORP,亞洲人
1287,LANGUAGE,中文
1288,CARDINAL,兩
1289,LANGUAGE,中文
1290,NORP,美國
1291,PERSON,B6 
1292,CARDINAL,3.2
1293,CARDINAL,3.5
1294,LANGUAGE,英文
1295,GPE,台灣
1296,LANGUAGE,日文
1297,GPE,英國
1298,LANGUAGE,英文
1299,LANGUAGE,英文
1300,LANGUAGE,英文
1301,NORP,韓國
1302,LANGUAGE,中文
1303,PERSON,吳鳳
1304,GPE,臺灣
1305,GPE,臺
1306,DATE,十幾年
1307,GPE,臺灣
1308,DATE,一年
1309,ORG,College
1310,DATE,一年
1311,LANGUAGE,英語系
1312,NORP,英國
1313,PRODUCT,B40 
1314,NORP,台灣人
1315,CARDINAL,37
1316,LOC,歐洲
1317,GPE,Brisbane
1318,GPE,義大利
1319,GPE,波隆那
1320,CARDINAL,10多
1321,PRODUCT,EE
1322,DATE,一年以內
1323,PRODUCT,B34 
1324,DATE,一年
1325,CARDINAL,3.0
1326,ORDINAL,第四
1327,CARDINAL,三
1328,GPE,美國
1329,PERCENT,8成
1330,CARDINAL,兩
1331,CARDINAL,三
1332,CARDINAL,九
1333,CARDINAL,三
1334,CARDINAL,八
1335,PRODUCT,B10
1336,DATE,今年
1337,ORG,AMEX lounge
1338,LANGUAGE,英語
1339,GPE,菲律賓
1340,NORP,亞洲人
1341,GPE,澳洲
1342,DATE,3月
1343,GPE,德國
1344,CARDINAL,四
1345,GPE,中國
1346,GPE,義守
1347,GPE,靜宜
1348,GPE,南華
1349,CARDINAL,4.5
1350,CARDINAL,50
1351,CARDINAL,70
1352,GPE,澳洲
1353,DATE,聖誕假
1354,DATE,聖誕假
1355,LOC,亞洲
1356,GPE,義大利
1357,DATE,一月中
1358,GPE,澳洲
1359,GPE,美國
1360,CARDINAL,兩
1361,GPE,澳洲
1362,DATE,兩個月
1363,CARDINAL,十萬
1364,MONEY,十萬澳洲
1365,ORG,美國海關
1366,GPE,美國
1367,NORP,美國
1368,GPE,美
1369,CARDINAL,百百
1370,DATE,週末
1371,GPE,美國
1372,DATE,兩年
1373,TIME,四分鐘
1374,GPE,美國
1375,DATE,9月
1376,GPE,荷蘭
1377,GPE,加州
1378,GPE,台
1379,DATE,前兩年
1380,GPE,台
1381,PERSON,B15 
1382,NORP,華人
1383,LANGUAGE,英文
1384,GPE,澳洲
1385,NORP,華人
1386,ORG,B20
1387,ORG,南卡
1388,ORG,科大
1389,PERSON,雅思哥
1390,DATE,兩周
1391,NORP,澳洲人
1392,TIME,40小時
1393,GPE,日本
1394,NORP,台灣人
1395,NORP,日本人
1396,LANGUAGE,中文
1397,GPE,日本
1398,NORP,日本人
1399,GPE,日本
1400,GPE,美國
1401,GPE,台灣
1402,DATE,一月初
1403,CARDINAL,千千萬萬
1404,ORG,同濟大學
1405,ORG,上海交大
1406,CARDINAL,四
1407,GPE,嘉定
1408,ORG,同濟大學
1409,DATE,冬天
1410,NORP,大陸人
1411,ORDINAL,第一
1412,GPE,上海
1413,TIME,15:00
1414,DATE,前一年
1415,CARDINAL,三
1416,TIME,23:30
1417,DATE,11月底
1418,ORG,四平
1419,GPE,上海
1420,GPE,嘉定
1421,GPE,嘉定
1422,QUANTITY,20度
1423,LOC,東方明珠
1424,FAC,上海地鐵10號線
1425,GPE,上海
1426,CARDINAL,四
1427,ORG,同濟
1428,CARDINAL,一
1429,CARDINAL,兩
1430,TIME,三十分鐘
1431,LOC,長江
1432,GPE,四平
1433,GPE,大陸
1434,GPE,上海
1435,GPE,上海
1436,GPE,嘉定
1437,GPE,嘉定
1438,TIME,兩個小時
1439,ORG,復旦
1440,LOC,四平校區
1441,GPE,台中
1442,GPE,台灣
1443,QUANTITY,10度以下
1444,PERSON,happy
1445,LOC,東方明珠
1446,CARDINAL,三
1447,ORG,台大
1448,ORG,同濟
1449,GPE,嘉定
1450,TIME,晚上
1451,ORDINAL,第二
1452,GPE,嘉定
1453,ORDINAL,第三
1454,CARDINAL,兩
1455,GPE,上海
1456,GPE,嘉定
1457,GPE,上海
1458,ORDINAL,第二
1459,ORDINAL,第一
1460,CARDINAL,一半
1461,GPE,大陸
1462,ORG,同濟大學
1463,ORG,同濟
1464,DATE,上學期
1465,DATE,冬天
1466,GPE,上海
1467,ORG,中興大學資管系
1468,DATE,10月
1469,ORG,同濟會
1470,GPE,嘉定
1471,DATE,8天
1472,CARDINAL,兩
1473,GPE,中國
1474,DATE,30天
1475,NORP,大中華
1476,ORG,中港卡
1477,GPE,澳洲
1478,LANGUAGE,英文
1479,PERSON,B1 德
1480,ORG,B4 美立達～ 
1481,CARDINAL,三
1482,GPE,英國
1483,NORP,英國
1484,GPE,香港
1485,LOC,亞洲
1486,NORP,英國
1487,DATE,幾年前
1488,NORP,亞洲人
1489,GPE,澳洲
1490,NORP,華人
1491,PRODUCT,QQ
1492,QUANTITY,10公分
1493,PERSON,劉
1494,GPE,俄國
1495,PERSON,劉海
1496,PERSON,劉海
1497,MONEY,台幣300
1498,PERSON,劉海默
1499,PERSON,劉海修
1500,GPE,義大利
1501,DATE,去年
1502,DATE,今年
1503,ORG,玻里尼西亞大學
1504,NORP,台灣
1505,DATE,下學期
1506,GPE,法屬玻里尼西亞
1507,DATE,2019
1508,DATE,農曆年
1509,ORG,MSF
1510,GPE,澳洲
1511,GPE,澳洲
1512,ORDINAL,第二
1513,GPE,中
1514,ORDINAL,第一
1515,NORP,澳洲
1516,GPE,台灣
1517,GPE,奧勒岡
1518,DATE,3月
1519,GPE,德國
1520,PRODUCT,B24
1521,ORG,社大
1522,DATE,今年
1523,ORG,B33 OMG 
1524,DATE,9月
1525,GPE,愛爾蘭
1526,GPE,日本
1527,GPE,台灣
1528,GPE,台灣
1529,NORP,美國
1530,DATE,一年
1531,CARDINAL,一
1532,GPE,台灣
1533,CARDINAL,四
1534,CARDINAL,兩
1535,ORG,中科商院
1536,GPE,美國
1537,GPE,美國
1538,GPE,仁荷
1539,DATE,三月
1540,GPE,美國
1541,GPE,美國
1542,LANGUAGE,中文
1543,LANGUAGE,英文
1544,NORP,華人
1545,NORP,華人
1546,NORP,華人
1547,NORP,華人
1548,NORP,美國
1549,ORG,華大
1550,DATE,9月
1551,GPE,荷蘭
1552,GPE,英國
1553,LANGUAGE,義大利文
1554,NORP,義大利人
1555,PRODUCT,B10 
1556,CARDINAL,一
1557,DATE,六年後
1558,DATE,三年
1559,GPE,加拿大
1560,ORG,移民政策會
1561,DATE,兩年
1562,NORP,加拿大
1563,GPE,台
1564,DATE,六年
1565,DATE,一年
1566,DATE,四年
1567,DATE,9月
1568,GPE,法國
1569,PERSON,B5 
1570,GPE,大陸
1571,CARDINAL,兩
1572,GPE,大陸
1573,GPE,台灣
1574,NORP,日本
1575,PERSON,梁柱
1576,CARDINAL,兩
1577,NORP,日本
1578,CARDINAL,兩
1579,NORP,日本
1580,CARDINAL,兩
1581,PERSON,雅思哥
1582,ORG,卡內基美隆
1583,GPE,以色列
1584,DATE,兩年
1585,PERSON,B37
1586,NORP,華人
1587,NORP,華人
1588,PERSON,卡普蘭諾
1589,TIME,三個小時
1590,GPE,台北
1591,GPE,芝加哥
1592,GPE,英國
1593,GPE,英國
1594,DATE,1/14
1595,CARDINAL,1000
1596,GPE,英國
1597,DATE,今天
1598,DATE,9月
1599,GPE,挪威
1600,PERSON,義守
1601,PERSON,B39 
1602,GPE,台北
1603,DATE,2月
1604,TIME,2-3小時
1605,PERSON,B5 哈哈哈
1606,MONEY,幾百萬美金
1607,GPE,以色列
1608,PERSON,楊生煎
1609,ORG,世新
1610,GPE,台灣
1611,DATE,跨完年
1612,DATE,六個月
1613,CARDINAL,五
1614,CARDINAL,二
1615,DATE,今年
1616,CARDINAL,二
1617,CARDINAL,三
1618,CARDINAL,五
1619,CARDINAL,四
1620,CARDINAL,三
1621,DATE,一年
1622,CARDINAL,一
1623,LANGUAGE,中文名
1624,PERSON,B43
1625,PRODUCT,B48
1626,GPE,台灣
1627,GPE,台灣
1628,DATE,7月
1629,GPE,台灣
1630,DATE,兩個月
1631,GPE,澳洲
1632,DATE,一個月
1633,GPE,澳洲
1634,DATE,4個禮拜
1635,GPE,台灣
1636,GPE,以色列
1637,CARDINAL,一
1638,GPE,以色列
1639,NORP,台灣人
1640,GPE,台灣
1641,GPE,台灣
1642,NORP,台灣人
1643,PERSON,B1 
1644,PERSON,B2 
1645,PERSON,哈哈哈
1646,CARDINAL,21
1647,CARDINAL,22
1648,NORP,澳洲
1649,ORG,CMU
1650,GPE,加拿大
1651,LANGUAGE,日文
1652,DATE,今天
1653,CARDINAL,3
1654,LANGUAGE,日文
1655,GPE,嘉定
1656,ORG,MISM
1657,NORP,台灣人
1658,CARDINAL,一
1659,ORG,科大
1660,GPE,美國
1661,LANGUAGE,英文
1662,LANGUAGE,中文
1663,GPE,美國
1664,QUANTITY,18-20點
1665,NORP,日本
1666,CARDINAL,8-22
1667,GPE,日本
1668,DATE,昨天
1669,PERSON,B1 B2 
1670,DATE,幾學期
1671,CARDINAL,一百
1672,PERSON,義守
1673,FAC,上海體院
1674,CARDINAL,一萬
1675,DATE,兩三年
1676,CARDINAL,6、7萬
1677,GPE,美國
1678,GPE,中字
1679,GPE,美國
1680,DATE,明天
1681,GPE,台灣
1682,DATE,這個月底
1683,DATE,4年
1684,DATE,1年
1685,DATE,2年
1686,DATE,3年
1687,LOC,澳洲
1688,GPE,澳洲
1689,CARDINAL,10萬
1690,GPE,B6澳洲
1691,GPE,英國
1692,LOC,紐澳
1693,NORP,日本
1694,GPE,日本
1695,ORG,愛媛大學
1696,ORG,附小
1697,GPE,日本
1698,DATE,今年
1699,GPE,以色列
1700,GPE,以色列
1701,CARDINAL,二
1702,TIME,半夜
1703,ORG,台灣CIEE
1704,CARDINAL,三
1705,PRODUCT,B24
1706,PERSON,葉
1707,CARDINAL,40幾
1708,CARDINAL,15
1709,DATE,兩年半
1710,CARDINAL,120
1711,DATE,三年
1712,CARDINAL,50幾
1713,GPE,台灣
1714,GPE,台灣
1715,LANGUAGE,英文
1716,GPE,宿霧
1717,CARDINAL,一
1718,GPE,菲律賓
1719,NORP,菲律賓人
1720,GPE,菲律賓
1721,ORG,國合處
1722,DATE,一年
1723,GPE,北科哥
1724,GPE,大溪地
1725,CARDINAL,一
1726,GPE,美國
1727,GPE,波士頓
1728,NORP,台灣人
1729,GPE,韓國
1730,GPE,中國泰國越南
1731,GPE,台灣
1732,NORP,台灣人
1733,GPE,日本
1734,GPE,波士頓
1735,LOC,亞洲
1736,DATE,今年
1737,GPE,波士頓
1738,DATE,去年
1739,DATE,今年
1740,GPE,英國
1741,GPE,英國
1742,PERSON,雅思
1743,NORP,歐系
1744,GPE,台灣
1745,GPE,英國
1746,DATE,四年
1747,PRODUCT,QQ
1748,CARDINAL,三
1749,GPE,以色列
1750,GPE,英國
1751,GPE,台灣
1752,CARDINAL,10
1753,FAC,嘉定圖書館
1754,ORDINAL,第一
1755,GPE,日本
1756,CARDINAL,650
1757,CARDINAL,1
1758,LANGUAGE,日文
1759,ORDINAL,大三
1760,GPE,英國
1761,GPE,英國倫敦
1762,CARDINAL,一
1763,GPE,英國
1764,GPE,加
1765,GPE,美
1766,NORP,台灣
1767,GPE,菲律賓
1768,PERSON,B2 
1769,GPE,大溪地
1770,DATE,一個月
1771,GPE,紐西蘭
1772,GPE,武漢
1773,ORG,華中師範大學
1774,MONEY,$10/$15
1775,GPE,日本
1776,ORG,B25 學校
1777,ORG,LAX
1778,GPE,美國
1779,GPE,美國
1780,ORG,醫學系
1781,GPE,台灣
1782,GPE,宿霧
1783,LANGUAGE,英文
1784,DATE,三個月
1785,FAC,Seafront 校區
1786,FAC,QQ English
1787,GPE,俄國
1788,ORDINAL,第一
1789,GPE,台灣
1790,PERSON,B7 
1791,DATE,一個月
1792,CARDINAL,五
1793,PERSON,B17
1794,LANGUAGE,希伯來文
1795,LANGUAGE,希伯來文
1796,LANGUAGE,英文
1797,GPE,台灣
1798,LANGUAGE,英文
1799,GPE,愛爾蘭
1800,NORP,美式
1801,NORP,英國人
1802,GPE,英國
1803,GPE,倫敦
1804,GPE,英國
1805,GPE,澳洲
1806,DATE,三個月
1807,CARDINAL,三
1808,CARDINAL,16
1809,CARDINAL,八
1810,DATE,5年
1811,CARDINAL,一
1812,CARDINAL,一
1813,DATE,2 五年
1814,CARDINAL,3
1815,CARDINAL,15
1816,PRODUCT,B12
1817,ORG,CMU
1818,CARDINAL,四
1819,DATE,一個月
1820,CARDINAL,十
1821,NORP,台灣人
1822,ORG,UDub
1823,GPE,美國
1824,NORP,日本人
1825,GPE,宿霧
1826,FAC,Seafront校區
1827,PRODUCT,QQ 
1828,DATE,三個月
1829,CARDINAL,15-16萬
1830,ORG,B1 
1831,GPE,烏
1832,CARDINAL,三
1833,CARDINAL,12萬
1834,LANGUAGE,英文
1835,CARDINAL,三
1836,ORG,MSF
1837,PERSON,B17 
1838,NORP,台灣人
1839,GPE,澳洲
1840,GPE,菲律賓
1841,DATE,9週
1842,GPE,菲律賓
1843,GPE,布里斯本
1844,LANGUAGE,英語
1845,DATE,9週
1846,TIME,20小時
1847,GPE,密西根
1848,ORG,台大
1849,PRODUCT,B8 
1850,NORP,台灣人
1851,PERCENT, 70%
1852,GPE,菲律賓
1853,GPE,澳洲
1854,GPE,澳洲
1855,CARDINAL,8
1856,LANGUAGE,英文
1857,TIME,早上
1858,TIME,一週20小時
1859,DATE,一天
1860,CARDINAL,65
1861,GPE,台灣
1862,CARDINAL,幾百幾千
1863,GPE,德國
1864,DATE,3月
1865,DATE,再兩天
1866,NORP,台灣人
1867,GPE,倫敦
1868,LANGUAGE,中文
1869,LANGUAGE,中文
1870,ORG,台大校友青年團
1871,NORP,台灣人
1872,NORP,亞洲人
1873,LANGUAGE,中文
1874,GPE,溫哥華
1875,NORP,台灣人
1876,NORP,大陸人
1877,NORP,台灣人
1878,ORG,Boston音樂系
1879,GPE, New England
1880,CARDINAL,20
1881,DATE,13號
1882,GPE,日本
1883,CARDINAL,五
1884,CARDINAL,1/4
1885,CARDINAL,兩
1886,CARDINAL,1/8
1887,ORG,政府
1888,ORG,Bath大學MA Translation with Business Interpreting
1889,ORG,聯合國
1890,DATE,近四十年
1891,TIME,2019年01月23日 下午18:30
1892,LOC,歐洲
1893,DATE,未來10年
1894,PERCENT,50％
1895,FAC,台北市羅斯福路3段261號10樓
1896,FAC,捷運台電大樓
1897,DATE,一年
1898,GPE,澳洲
1899,CARDINAL,6.5
1900,GPE,澳洲
1901,ORDINAL,7
1902,DATE,2-3年
1903,GPE,英國
1904,GPE,英國
1905,GPE,澳洲
1906,GPE,英國
1907,CARDINAL,3.71/4
1908,GPE,台灣
1909,GPE,台灣
1910,CARDINAL,85
1911,GPE,英國
1912,GPE,澳洲
1913,GPE,英國
1914,GPE,澳洲
1915,NORP,澳洲
1916,LOC,歐美
1917,TIME,20小時
1918,LANGUAGE,英文
1919,LANGUAGE,英文
1920,LANGUAGE,英文
1921,GPE,菲律賓
1922,TIME,下午
1923,GPE,澳洲
1924,ORG,多倫多ILAC
1925,GPE,英國
1926,DATE,1年
1927,DATE,4年
1928,DATE,3年
1929,NORP,俄羅斯
1930,CARDINAL,10
1931,CARDINAL,11
1932,GPE,俄羅斯
1933,LANGUAGE,英文
1934,DATE,一週
1935,GPE,台灣
1936,GPE,英國
1937,DATE,一週
1938,GPE,台灣
1939,GPE,英國
1940,ORG,B4 
1941,GPE,加拿大
1942,CARDINAL,四
1943,GPE,溫哥華
1944,GPE,台灣
1945,ORG,語言學校
1946,GPE,溫哥華
1947,LANGUAGE,英文
1948,GPE,宿霧
1949,GPE,宿霧
1950,DATE,3個月
1951,GPE,澳洲
1952,LANGUAGE,英文
1953,DATE,今年
1954,DATE,12月
1955,LANGUAGE,英文
1956,GPE,美國
1957,CARDINAL,一
1958,NORP,美式
1959,NORP,美國
1960,GPE,美國
1961,ORG,B6 德國大學
1962,LANGUAGE,德文
1963,DATE,19年秋季
1964,PERSON,雅
1965,PRODUCT,B1 G5
1966,CARDINAL,7
1967,GPE,台灣
1968,ORG,B1 
1969,ORG,Durham
1970,ORG,Durham
1971,GPE,台灣
1972,ORG,Durham
1973,DATE,一年
1974,GPE,杜倫
1975,CARDINAL,7.5
1976,CARDINAL,7.0
1977,ORG,LSE 
1978,CARDINAL,7
1979,GPE,澳洲
1980,GPE,英國
1981,ORG,UCL
1982,ORG,LSE
1983,ORDINAL,第一
1984,PRODUCT,G5
1985,DATE,今年
1986,CARDINAL,兩
1987,LANGUAGE,中文
1988,LANGUAGE,中文
1989,LANGUAGE,英文
1990,ORDINAL,第一
1991,GPE,澳洲
1992,NORP,中國人
1993,GPE,澳洲
1994,GPE,新英格蘭
1995,GPE,波士頓
1996,PERSON,B12
1997,ORG,墨爾本大學
1998,PRODUCT,B10
1999,GPE,台
2000,GPE,英國
2001,ORG,HR
2002,GPE,澳洲
2003,GPE,澳洲
2004,GPE,英國
2005,GPE,京都
2006,GPE,東京
2007,NORP,京都人
2008,GPE,東京
2009,GPE,東京
2010,GPE,京都
2011,ORDINAL,第一
2012,GPE,日本
2013,LANGUAGE,日文
2014,ORG,日本工學院
2015,GPE,京都
2016,GPE,台灣
2017,GPE,日本
2018,ORG,京都造型藝術專門學校
2019,ORG,日本名古屋大學
2020,ORG,名古屋大學
2021,CARDINAL,一
2022,ORG,日本大學
2023,GPE,日本
2024,ORG,漢陽大學
2025,CARDINAL,四
2026,CARDINAL,五十
2027,CARDINAL,八
2028,GPE,澳洲
2029,GPE,澳洲
2030,ORG,台大
2031,NORP,大陸人
2032,GPE,澳洲
2033,DATE,今天
2034,DATE,$137100，8週
2035,CARDINAL,三
2036,GPE,菲律賓
2037,DATE,4週
2038,DATE,12週
2039,LOC,歐美
2040,CARDINAL,8
2041,NORP,澳洲
2042,PRODUCT,B10
2043,GPE,日本
2044,GPE,台灣
2045,CARDINAL,17
2046,CARDINAL,100
2047,GPE,碧瑤
2048,PERSON,克拉克
2049,CARDINAL,一
2050,CARDINAL,一
2051,MONEY,¥10000
2052,GPE,台灣
2053,GPE,日本
2054,TIME,80分鐘
2055,CARDINAL,5～6
2056,DATE,4月
2057,GPE,日本
2058,PERSON,克拉克
2059,GPE,碧瑤
2060,GPE,菲律賓
2061,NORP,韓國
2062,MONEY,一百塊
2063,CARDINAL,4
2064,GPE,台灣
2065,DATE,12
2066,CARDINAL,18
2067,DATE,兩年半
2068,CARDINAL,54
2069,DATE,21
2070,DATE,一年
2071,CARDINAL,6
2072,ORG,Durham
2073,ORG,B14 墨爾本大學
2074,CARDINAL,50
2075,ORG,澳洲國立大學
2076,ORG,雪梨大學
2077,GPE,澳洲
2078,GPE,英國
2079,GPE,台灣
2080,CARDINAL,四
2081,CARDINAL,一
2082,GPE,新加坡
2083,CARDINAL,三
2084,CARDINAL,四
2085,PRODUCT,G5
2086,CARDINAL,兩
2087,ORG,LinkedIn
2088,CARDINAL,三十
2089,GPE,香港
2090,GPE,美國
2091,ORG,私立普大
2092,NORP,澳洲
2093,GPE,澳洲
2094,GPE,澳洲
2095,ORG,台大
2096,NORP,澳洲
2097,GPE,澳洲
2098,NORP,漢陽
2099,GPE,澳洲
2100,ORG,台大
2101,ORG,台大
2102,GPE,澳洲
2103,ORG,台大
2104,CARDINAL,百
2105,GPE,台灣
2106,ORG,台大
2107,PERSON,B19
2108,ORG,台大
2109,GPE,英國
2110,GPE,美國
2111,GPE,澳洲
2112,GPE,澳洲
2113,NORP,澳洲
2114,GPE,澳洲
2115,ORG,台大
2116,GPE,澳洲
2117,CARDINAL,兩
2118,NORP,加拿大
2119,GPE,台灣
2120,PERSON,B2 
2121,GPE,澳洲
2122,PERSON,B24 
2123,ORG,墨爾本大學讀會計研究所
2124,ORG,成大
2125,GPE,大溪地
2126,NORP,法國
2127,DATE,今年
2128,DATE,第一個禮拜
2129,GPE,台灣
2130,DATE,幾個禮拜
2131,CARDINAL,24
2132,GPE,台灣
2133,DATE,第二個禮拜
2134,CARDINAL,一
2135,CARDINAL,700
2136,PRODUCT,B21 ㄘ
2137,PERSON,Oval ah
2138,CARDINAL,48
2139,LANGUAGE,英語
2140,GPE,美國
2141,DATE,18暑假
2142,DATE,春秋
2143,DATE,12一年
2144,DATE,兩年半到三年
2145,NORP,三里屯
2146,PERSON,San Gabriel
2147,GPE,日本
2148,TIME,下午
2149,ORG,information management 
2150,LANGUAGE,英語系
2151,ORG,國貿
2152,GPE,荷蘭
2153,CARDINAL,四
2154,CARDINAL,兩
2155,PERSON,Trainee 
2156,GPE,荷蘭
2157,GPE,荷蘭
2158,CARDINAL,兩
2159,NORP,荷蘭商
2160,ORG,IT Trainnee
2161,GPE,荷蘭
2162,DATE,一月上旬
2163,CARDINAL,0
2164,CARDINAL,188
2165,CARDINAL,兩
2166,MONEY,1200-1500美金
2167,CARDINAL,14-16
2168,DATE,4年
2169,CARDINAL,18
2170,DATE,兩年半
2171,PERSON,B18 
2172,GPE,美國
2173,LANGUAGE,中文
2174,GPE,大陸
2175,GPE,天津
2176,GPE,蘇州
2177,GPE,南京
2178,GPE,中國
2179,GPE,宜蘭
2180,GPE,台灣
2181,ORG,政法
2182,CARDINAL, 5
2183,CARDINAL,1 
2184,GPE,中國
2185,GPE,蘇州
2186,ORG,Yelp
2187,ORG,B1 
2188,PERSON,B2 
2189,GPE,台灣
2190,TIME,晚上
2191,LANGUAGE,英文
2192,ORG,名古屋大學
2193,GPE,日本
2194,LANGUAGE,日文
2195,CARDINAL,六
2196,NORP,美國
2197,GPE,台灣
2198,QUANTITY,一公斤
2199,CARDINAL,17
2200,GPE,韓國
2201,MONEY,十塊
2202,NORP,澳洲
2203,GPE,菲國
2204,GPE,B24 宿霧
2205,PRODUCT,B5 
2206,MONEY,$20
2207,PRODUCT,B6 
2208,ORDINAL,第一
2209,FAC,B26 SMEAG
2210,ORG,北大
2211,PRODUCT,B6
2212,ORG,北大
2213,PERSON,B29
2214,GPE,英國
2215,PERSON,B29
2216,ORDINAL,第一
2217,LANGUAGE,英文
2218,CARDINAL,4
2219,DATE,兩天
2220,CARDINAL,18000
2221,DATE,2個禮拜
2222,DATE,四天
2223,FAC,5-9
2224,ORDINAL,第一
2225,TIME,晚上
2226,CARDINAL,2
2227,CARDINAL,7
2228,MONEY,18000台幣
2229,DATE,兩周
2230,CARDINAL,兩
2231,CARDINAL,一
2232,QUANTITY,10坪
2233,TIME,8小時
2234,GPE,台灣
2235,CARDINAL,一
2236,DATE,兩天
2237,TIME,半夜
2238,CARDINAL,0.5
2239,DATE,兩個月
2240,MONEY,20台幣
2241,DATE,一日
2242,CARDINAL,一
2243,ORDINAL,第二
2244,DATE,一周
2245,ORDINAL,第一
2246,CARDINAL,兩
2247,CARDINAL,5
2248,CARDINAL,一
2249,TIME,4小時
2250,DATE,第3周
2251,CARDINAL,6000
2252,CARDINAL,8000
2253,DATE,半天
2254,CARDINAL,兩
2255,TIME,當天凌晨
2256,CARDINAL,30多
2257,TIME,一大早
2258,TIME,晚上
2259,MONEY,8000
2260,TIME,5小時
2261,TIME,8小時
2262,CARDINAL,35000
2263,PERCENT,99%
2264,GPE,碧瑤
2265,CARDINAL,1
2266,MONEY,600-800台幣
2267,DATE,半天
2268,DATE,兩天
2269,DATE,半天
2270,PRODUCT,QQ
2271,NORP,日本
2272,ORG,劍橋
2273,TIME,晚上
2274,DATE,3天
2275,DATE,8周
2276,LANGUAGE,英文
2277,CARDINAL,5
2278,CARDINAL,7
2279,DATE,第一周
2280,DATE,兩天
2281,CARDINAL,一
2282,CARDINAL,兩百多
2283,CARDINAL,三分之一
2284,CARDINAL,790
2285,ORG,戴爾衝刺班
2286,PERSON,蒙娜麗莎
2287,CARDINAL,35
2288,CARDINAL,20
2289,NORP,廣東人
2290,CARDINAL,一
2291,LANGUAGE,英文
2292,GPE,台灣
2293,NORP,日本
2294,CARDINAL,一
2295,TIME,半夜2點
2296,DATE,前四週
2297,LANGUAGE,英文
2298,LANGUAGE,英文
2299,CARDINAL,兩
2300,DATE,三個月
2301,PERSON,Cooper
2302,LANGUAGE,英文
2303,GPE,台灣
2304,GPE,菲律賓
2305,DATE,一個月
2306,GPE,宿霧
2307,PERSON,斯巴達
2308,TIME,晚上
2309,DATE,四週後
2310,DATE,四週
2311,CARDINAL,5
2312,CARDINAL,4
2313,CARDINAL,0.5
2314,DATE,兩週
2315,PERSON,B3恩恩
2316,GPE,澳洲
2317,GPE,菲律賓
2318,GPE,韓國
2319,CARDINAL,三
2320,GPE,日本
2321,GPE,澳洲
2322,GPE,菲律賓
2323,CARDINAL,300
2324,TIME,五點到六點
2325,ORDINAL,第三
2326,ORG,Monol語言中心
2327,DATE,兩週
2328,ORG,聯合國教科文組織
2329,FAC,Benguet
2330,CARDINAL,3+1
2331,PERSON,碧瑤
2332,FAC,Monol語言中心
2333,GPE,宿霧
2334,CARDINAL,一
2335,CARDINAL,七
2336,LANGUAGE,英文
2337,PRODUCT,EZgo
2338,GPE,莫約
2339,CARDINAL,400
2340,GPE,碧瑤
2341,TIME,早上
2342,CARDINAL,一
2343,ORG,斯巴達教
2344,ORDINAL,第一
2345,TIME,下午一點
2346,ORG,Monol語言中心
2347,CARDINAL,一
2348,TIME,五點
2349,TIME,八點
2350,DATE,星期五
2351,DATE,星期一
2352,LANGUAGE,英文
2353,TIME,一小時
2354,TIME,晚上
2355,LANGUAGE,英文
2356,GPE,菲律賓
2357,GPE,碧瑤
2358,GPE,台灣
2359,CARDINAL,850
2360,DATE,三個月
2361,DATE,週六
2362,LANGUAGE,英文
2363,TIME,下午
2364,DATE,週末
2365,DATE,週日
2366,ORG,菲律賓語言中心
2367,LANGUAGE,英文
2368,CARDINAL,兩
2369,CARDINAL,一
2370,ORG,Monol語言中心
2371,TIME,2到6個小時
2372,CARDINAL,550
2373,PERCENT,100%
2374,LANGUAGE,英文
2375,TIME,下午
2376,CARDINAL,一
2377,GPE,越南
2378,TIME,十二點
2379,GPE,澳洲
2380,CARDINAL,一
2381,GPE,澳洲
2382,GPE,菲律賓
2383,GPE,菲律賓
2384,GPE,澳洲
2385,CARDINAL,550
2386,PERSON,碧瑤
2387,TIME,五點
2388,GPE,澳洲
2389,FAC,Monol語言中心
2390,GPE,菲律賓
2391,CARDINAL,三
2392,TIME,晚上
2393,GPE,莫約
2394,CARDINAL,400
2395,CARDINAL,兩
2396,GPE,澳洲
2397,DATE,星期一
2398,CARDINAL,850
2399,ORG,斯巴達教
2400,DATE,週日
2401,GPE,碧瑤
2402,CARDINAL,一
2403,GPE,宿霧
2404,TIME,2到6個小時
2405,ORG,聯合國教科文組織
2406,GPE,日本
2407,PERCENT,100%
